,day_of_week,month,quarter,year,business_day,PRCP,TMAX,TMIN,TSUN,AWND,WDF5,WSF2,t_minmax,mean_wind_speed,max_value_wind_speed,max_hour_wind_speed,max_value_wind_direction,max_hour_wind_direction,mean_temp,max_value_temp,max_hour_temp,mean_humidity,max_value_humidity,max_hour_humidity,mean_radiation,max_value_radiation,max_hour_radiation,mean_uv_radiation,max_value_uv_radiation,max_hour_uv_radiation,mean_pressure,max_value_pressure,max_hour_pressure,wind_north,wind_south,wind_east,wind_west
2000-04-18,2,4,2,2000,1,1,65,50,,5.14,230.0,13.0,15,5.35,8.7,14.0,347.0,3.0,13.657407222222226,17.22222222222222,13.0,53.458333,63.0,4.0,2.4675,9.2,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-19,3,4,2,2000,1,0,69,50,,3.13,260.0,12.1,19,4.004167,7.8,13.0,354.0,22.0,14.907407222222226,20.555555555555557,12.0,51.25,61.0,0.0,2.98625,9.58,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-20,4,4,2,2000,1,0,78,52,,2.91,260.0,10.1,26,4.266667,11.3,14.0,318.0,23.0,17.77777777777778,26.11111111111111,11.0,44.458333,61.0,1.0,3.005,9.37,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-21,5,4,2,2000,1,0,68,55,,4.03,110.0,10.1,13,4.295833,8.7,13.0,259.0,18.0,15.833333333333334,18.88888888888889,13.0,52.791667,62.0,3.0,1.21375,7.2,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-22,6,4,2,2000,0,0,67,55,,3.8,210.0,10.1,12,4.05,8.7,16.0,353.0,22.0,15.439814999999998,19.444444444444443,14.0,52.875,60.0,1.0,1.597917,5.79,13.0,,,,,,,0.0,0.0,1.0,0.0
2000-04-23,7,4,2,2000,0,0,69,54,,2.91,210.0,12.1,15,3.004167,7.8,14.0,337.0,22.0,15.902777777777779,20.0,11.0,52.708333,60.0,3.0,2.6075,8.72,10.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-24,1,4,2,2000,1,0,76,52,,1.79,210.0,8.9,24,2.991667,7.8,14.0,268.0,17.0,17.962962777777776,25.0,12.0,48.833333,61.0,2.0,3.082083,9.74,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-25,2,4,2,2000,1,0,79,57,,2.24,260.0,10.1,22,3.183333,8.7,14.0,359.0,3.0,20.578703888888892,26.666666666666668,13.0,46.291667,61.0,4.0,3.10125,9.98,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-26,3,4,2,2000,1,0,89,59,,1.79,260.0,12.1,30,2.763636,9.6,14.0,354.0,3.0,21.489898888888895,30.555555555555557,11.0,43.727273,58.0,4.0,2.474091,9.31,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-27,4,4,2,2000,1,0,77,60,,2.91,250.0,13.0,17,3.11,7.8,15.0,345.0,5.0,17.555555555555557,22.77777777777778,10.0,55.35,63.0,6.0,1.51,9.4,10.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-28,5,4,2,2000,1,0,68,58,,2.91,260.0,10.1,10,4.308333,8.7,16.0,347.0,21.0,16.759259444444442,19.444444444444443,12.0,52.416667,60.0,5.0,1.239167,5.41,15.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-29,6,4,2,2000,0,0,75,54,,2.91,250.0,10.1,21,3.7625,8.7,14.0,346.0,0.0,18.00925944444445,23.333333333333332,12.0,40.208333,58.0,4.0,3.2775,10.02,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-04-30,7,4,2,2000,0,0,83,57,,1.79,260.0,10.1,26,3.65,8.7,14.0,328.0,23.0,20.671296111111108,28.333333333333332,11.0,39.0,56.0,5.0,3.292917,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-01,1,5,2,2000,1,0,85,60,,2.68,270.0,12.1,25,3.179167,9.6,15.0,261.0,13.0,21.180555555555557,29.444444444444443,11.0,40.833333,56.0,6.0,3.175417,9.95,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-02,2,5,2,2000,1,0,78,60,,2.91,250.0,8.9,18,3.17619,7.8,11.0,357.0,4.0,19.920634999999997,26.11111111111111,10.0,46.857143,59.0,6.0,2.030952,9.87,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-03,3,5,2,2000,1,0,77,59,,3.13,230.0,8.9,18,3.758333,8.7,13.0,342.0,4.0,20.0,25.555555555555557,12.0,50.5,62.0,23.0,3.074167,9.82,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-04,4,5,2,2000,1,0,74,62,,3.58,250.0,8.9,12,4.045833,8.7,17.0,257.0,19.0,18.819444444444443,23.88888888888889,11.0,54.958333,62.0,0.0,2.785833,9.65,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-05,5,5,2,2000,1,0,70,61,,2.91,260.0,8.9,9,3.470833,7.8,17.0,287.0,22.0,17.615740555555558,20.555555555555557,15.0,56.5,63.0,6.0,0.725,4.71,15.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-06,6,5,2,2000,0,0,72,58,,3.36,260.0,10.1,14,4.191304,8.7,14.0,357.0,6.0,18.019323888888884,22.22222222222222,12.0,51.75,60.0,4.0,2.235652,9.74,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-07,7,5,2,2000,0,0,72,57,,3.8,260.0,12.1,15,4.195833,10.4,14.0,345.0,3.0,17.731481666666664,21.666666666666668,10.0,51.875,63.0,23.0,3.177917,9.95,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-08,1,5,2,2000,1,0,75,60,,2.68,230.0,12.1,15,3.570833,8.7,13.0,243.0,13.0,18.51851833333333,23.88888888888889,12.0,56.166667,62.0,0.0,2.427083,9.88,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-09,2,5,2,2000,1,0,73,60,,2.46,260.0,10.1,13,3.25,7.8,14.0,257.0,16.0,18.680555555555557,23.333333333333332,12.0,56.541667,66.0,2.0,2.94375,9.9,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-10,3,5,2,2000,1,0,70,58,,3.8,260.0,10.1,12,3.933333,7.8,18.0,331.0,1.0,17.453703888888885,20.555555555555557,11.0,54.083333,61.0,1.0,2.4625,9.96,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-11,4,5,2,2000,1,0,77,54,,5.59,260.0,15.0,23,5.5,12.2,14.0,357.0,5.0,18.24074055555555,23.88888888888889,15.0,30.666667,63.0,3.0,3.31,10.0,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-12,5,5,2,2000,1,0,84,55,,3.13,240.0,10.1,29,3.979167,11.3,14.0,359.0,21.0,20.85648166666667,27.77777777777778,11.0,23.208333,40.0,5.0,3.37875,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-13,6,5,2,2000,0,0,81,55,,2.91,230.0,10.1,26,4.416667,8.7,12.0,299.0,21.0,19.49074055555555,26.666666666666668,11.0,30.208333,58.0,23.0,3.4,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-14,7,5,2,2000,0,0,72,54,,3.8,220.0,10.1,18,3.420833,7.8,14.0,358.0,4.0,16.944444444444443,22.22222222222222,13.0,46.375,63.0,4.0,2.985,9.76,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-15,1,5,2,2000,1,0,73,55,,4.47,260.0,14.1,18,6.15,11.3,15.0,250.0,22.0,16.643518333333336,22.22222222222222,10.0,53.666667,64.0,22.0,3.1325,9.69,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-16,2,5,2,2000,1,0,68,54,,4.7,270.0,16.1,14,5.891667,12.2,13.0,312.0,2.0,15.162037222222219,17.77777777777778,12.0,52.0,64.0,0.0,2.41375,9.82,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-05-17,3,5,2,2000,1,0,71,56,,3.36,260.0,13.0,15,3.9125,10.4,14.0,328.0,21.0,16.85185166666667,21.11111111111111,11.0,51.666667,64.0,2.0,3.295,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-18,4,5,2,2000,1,0,77,57,,2.68,260.0,10.1,20,3.3,8.7,14.0,259.0,9.0,19.305555555555557,25.555555555555557,12.0,47.708333,62.0,4.0,3.365833,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-19,5,5,2,2000,1,0,83,60,,2.68,260.0,8.9,23,3.4,8.7,13.0,351.0,2.0,21.34259277777778,28.88888888888889,11.0,50.875,62.0,3.0,2.9875,9.47,10.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-20,6,5,2,2000,0,0,86,60,,2.91,260.0,10.1,26,3.2875,8.7,14.0,360.0,4.0,22.037037222222224,30.555555555555557,11.0,52.25,70.0,5.0,3.345,10.01,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-21,7,5,2,2000,0,0,82,61,,2.24,260.0,8.9,21,3.2875,6.9,13.0,346.0,5.0,21.34259277777778,29.444444444444443,11.0,57.583333,70.0,1.0,3.330833,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-22,1,5,2,2000,1,0,76,62,,3.13,220.0,8.9,14,4.016667,7.8,17.0,329.0,5.0,20.555555555555557,25.555555555555557,13.0,60.333333,72.0,3.0,3.277083,10.01,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-23,2,5,2,2000,1,0,71,61,,1.79,190.0,8.1,10,3.6125,6.9,12.0,286.0,2.0,18.24074055555555,21.11111111111111,15.0,66.125,74.0,7.0,0.953333,3.99,14.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-24,3,5,2,2000,1,0,70,62,,3.13,220.0,8.9,8,3.358333,6.9,13.0,260.0,23.0,17.708333333333332,20.555555555555557,12.0,68.958333,75.0,9.0,0.556667,4.65,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-25,4,5,2,2000,1,0,70,59,,3.8,250.0,10.1,11,4.445833,6.9,14.0,260.0,22.0,17.430555555555557,20.0,13.0,66.666667,76.0,3.0,0.571667,3.41,11.0,,,,,,,0.0,0.0,1.0,0.0
2000-05-26,5,5,2,2000,1,0,74,59,,2.68,270.0,13.0,15,2.916667,6.9,12.0,336.0,2.0,19.421296111111108,23.88888888888889,11.0,57.0,72.0,0.0,3.115417,9.83,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-05-27,6,5,2,2000,0,0,88,62,,2.68,230.0,10.1,26,3.329167,8.7,14.0,359.0,4.0,23.40277777777778,32.22222222222222,12.0,48.916667,67.0,5.0,3.410417,9.97,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-28,7,5,2,2000,0,0,84,64,,2.91,220.0,8.9,20,3.656522,8.7,13.0,347.0,1.0,24.057971111111115,31.666666666666668,12.0,48.782609,65.0,23.0,3.131304,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-29,1,5,2,2000,1,0,78,64,,3.36,270.0,8.9,14,3.354167,6.9,14.0,320.0,5.0,21.875,27.77777777777778,11.0,57.541667,71.0,5.0,3.36875,9.98,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-30,2,5,2,2000,1,0,75,63,,3.58,230.0,10.1,12,3.75,6.9,14.0,249.0,20.0,20.13888888888889,25.0,13.0,56.583333,65.0,5.0,2.927083,9.81,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-05-31,3,5,2,2000,1,0,76,62,,2.91,250.0,10.1,14,4.220833,7.8,15.0,258.0,23.0,19.76851833333333,25.555555555555557,13.0,53.625,65.0,23.0,2.83375,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-01,4,6,2,2000,1,0,78,62,,3.36,260.0,8.9,16,3.795833,7.8,15.0,300.0,0.0,20.50925944444445,27.22222222222222,12.0,53.958333,65.0,0.0,3.280833,10.01,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-02,5,6,2,2000,1,0,77,62,,3.58,210.0,10.1,15,4.05,8.7,15.0,261.0,0.0,20.48611111111111,25.555555555555557,13.0,53.375,65.0,23.0,3.4575,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-03,6,6,2,2000,0,0,82,60,,3.8,270.0,8.9,22,3.829167,9.6,16.0,332.0,6.0,20.416666666666668,28.333333333333332,12.0,52.416667,69.0,5.0,3.54,10.02,11.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-04,7,6,2,2000,0,0,81,60,,2.91,260.0,12.1,21,3.766667,8.7,12.0,349.0,2.0,21.087962777777776,28.333333333333332,11.0,47.625,63.0,3.0,3.49375,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-05,1,6,2,2000,1,0,83,60,,2.68,210.0,8.9,23,3.5,7.8,17.0,338.0,4.0,21.087962777777776,27.77777777777778,15.0,46.125,62.0,4.0,3.555,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-06,2,6,2,2000,1,0,81,59,,3.13,210.0,8.9,22,3.858333,7.8,13.0,310.0,1.0,21.319444444444443,27.77777777777778,11.0,44.083333,57.0,1.0,3.550417,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-07,3,6,2,2000,1,0,79,61,,3.36,270.0,12.1,18,3.966667,9.6,15.0,346.0,3.0,20.25462944444444,26.666666666666668,13.0,47.458333,63.0,3.0,3.543333,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-08,4,6,2,2000,1,0,71,58,,4.25,250.0,13.0,13,5.365217,13.0,13.0,234.0,14.0,17.56038666666667,20.555555555555557,10.0,48.956522,59.0,2.0,2.69087,9.72,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-09,5,6,2,2000,1,0,74,58,,2.24,250.0,12.1,16,4.879167,8.7,12.0,324.0,23.0,18.24074055555555,22.77777777777778,11.0,45.75,57.0,1.0,3.515833,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-10,6,6,2,2000,0,0,76,58,,3.13,250.0,12.1,18,4.191667,9.6,13.0,241.0,19.0,19.212962777777776,24.444444444444443,11.0,46.833333,55.0,4.0,3.46375,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-11,7,6,2,2000,0,0,78,59,0.0,3.13,270.0,12.1,19,3.433333,7.8,14.0,354.0,3.0,20.02314833333334,25.555555555555557,11.0,48.541667,57.0,4.0,3.5025,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-12,1,6,2,2000,1,0,81,60,0.0,2.91,260.0,10.1,21,3.358333,8.7,14.0,245.0,19.0,21.99074055555555,28.333333333333332,11.0,44.958333,59.0,4.0,3.312917,9.89,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-13,2,6,2,2000,1,0,85,64,0.0,3.13,230.0,10.1,21,3.433333,7.8,15.0,318.0,2.0,23.21759277777778,30.0,12.0,45.5,62.0,5.0,3.3875,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-14,3,6,2,2000,1,0,80,64,0.0,2.91,210.0,8.9,16,3.516667,6.9,17.0,312.0,2.0,21.875,28.88888888888889,11.0,51.375,61.0,5.0,3.257917,9.96,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-15,4,6,2,2000,1,0,81,63,0.0,3.8,210.0,12.1,18,4.225,8.7,14.0,316.0,5.0,21.34259277777778,28.333333333333332,12.0,51.125,59.0,1.0,3.24625,9.82,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-16,5,6,2,2000,1,0,77,64,,3.58,260.0,13.0,13,3.395833,8.7,13.0,236.0,17.0,20.50925944444445,25.555555555555557,12.0,51.125,58.0,0.0,2.5375,9.58,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-17,6,6,2,2000,0,0,77,65,,2.91,270.0,10.1,12,3.941667,8.7,13.0,234.0,13.0,20.53240722222222,25.555555555555557,12.0,52.25,61.0,3.0,2.647083,9.85,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-18,7,6,2,2000,0,0,76,64,,4.03,260.0,10.1,12,4.445833,6.9,17.0,248.0,18.0,20.0,24.444444444444443,14.0,51.833333,58.0,4.0,2.809167,9.98,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-19,1,6,2,2000,1,0,78,64,,4.03,250.0,10.1,14,4.083333,8.7,14.0,328.0,2.0,20.694444444444443,25.555555555555557,12.0,49.083333,59.0,23.0,2.9075,9.96,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-20,2,6,2,2000,1,0,78,63,,3.58,260.0,10.1,15,4.883333,10.4,14.0,331.0,6.0,20.64814833333334,25.555555555555557,10.0,51.083333,60.0,0.0,3.36875,10.02,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-21,3,6,2,2000,1,0,76,62,,4.03,260.0,10.1,14,4.591667,9.6,13.0,292.0,6.0,20.208333333333332,26.11111111111111,11.0,53.833333,61.0,2.0,3.156667,9.95,11.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-22,4,6,2,2000,1,0,79,64,,2.91,270.0,8.9,15,3.791667,7.8,17.0,296.0,2.0,21.48148166666667,27.22222222222222,11.0,51.375,60.0,3.0,2.973333,9.48,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-23,5,6,2,2000,1,0,80,66,,3.58,270.0,10.1,14,3.6375,6.9,15.0,236.0,19.0,21.574073888888886,26.666666666666668,13.0,50.0,57.0,0.0,2.82625,9.64,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-24,6,6,2,2000,0,0,81,65,,3.8,260.0,10.1,16,4.079167,9.6,16.0,262.0,22.0,22.037037222222224,27.77777777777778,12.0,48.333333,58.0,23.0,3.428333,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-25,7,6,2,2000,0,0,95,64,,2.24,240.0,10.1,31,3.391667,11.3,16.0,315.0,2.0,24.675926111111114,34.44444444444444,15.0,43.833333,61.0,1.0,3.044583,9.51,10.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-26,1,6,2,2000,1,0,86,66,,3.36,250.0,10.1,20,4.154167,8.7,13.0,308.0,5.0,24.62962944444444,31.11111111111111,11.0,43.416667,58.0,2.0,3.332917,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-27,2,6,2,2000,1,0,84,65,,3.36,270.0,10.1,19,4.375,8.7,16.0,310.0,5.0,23.587962777777776,30.555555555555557,11.0,48.208333,60.0,3.0,3.344167,10.02,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-28,3,6,2,2000,1,0,84,64,,2.91,270.0,10.1,20,3.791667,8.7,16.0,292.0,5.0,22.824073888888886,30.0,12.0,50.625,61.0,5.0,3.247917,9.96,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-06-29,4,6,2,2000,1,0,81,64,,3.8,260.0,10.1,17,4.2,9.6,13.0,252.0,20.0,22.10648166666667,27.77777777777778,10.0,50.75,59.0,0.0,3.280417,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-06-30,5,6,2,2000,1,0,80,64,,3.8,230.0,10.1,16,4.179167,8.7,16.0,280.0,7.0,21.48148166666667,27.22222222222222,11.0,51.041667,59.0,0.0,3.105833,9.91,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-01,6,7,3,2000,0,0,80,64,,3.36,270.0,10.1,16,3.825,6.9,13.0,276.0,23.0,21.48148166666667,26.666666666666668,11.0,50.083333,59.0,21.0,2.975417,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-02,7,7,3,2000,0,0,80,64,,3.13,250.0,10.1,16,3.679167,7.8,15.0,269.0,0.0,21.458333333333332,26.666666666666668,11.0,48.625,58.0,0.0,3.218333,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-03,1,7,3,2000,1,0,78,63,,3.58,270.0,10.1,15,4.008333,8.7,15.0,317.0,2.0,20.48611111111111,25.555555555555557,11.0,46.291667,55.0,5.0,3.124167,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-04,2,7,3,2000,1,0,77,62,,2.68,260.0,10.1,15,4.295833,8.7,13.0,360.0,3.0,19.953703888888892,25.0,12.0,,,,0.121364,1.38,7.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-05,3,7,3,2000,1,0,75,60,,2.91,210.0,10.1,15,3.534783,7.8,13.0,315.0,3.0,19.88425944444445,25.0,11.0,,,,3.36087,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-06,4,7,3,2000,1,0,79,62,,3.13,270.0,10.1,17,4.395833,7.8,13.0,250.0,18.0,20.50925944444445,26.11111111111111,11.0,47.666667,57.0,6.0,3.430833,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-07,5,7,3,2000,1,0,78,61,,3.8,260.0,12.1,17,4.1625,8.7,12.0,349.0,3.0,20.25462944444444,25.555555555555557,11.0,47.416667,57.0,4.0,3.468333,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-08,6,7,3,2000,0,0,78,62,,3.36,270.0,10.1,16,3.9,8.7,14.0,359.0,4.0,19.930555555555557,24.444444444444443,11.0,47.875,54.0,3.0,3.065417,10.02,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-09,7,7,3,2000,0,0,76,60,,3.8,260.0,12.1,16,4.254167,7.8,14.0,360.0,2.0,19.35185166666666,24.444444444444443,12.0,50.041667,57.0,4.0,3.239583,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-10,1,7,3,2000,1,0,77,62,,3.8,250.0,12.1,15,4.4375,8.7,14.0,253.0,23.0,19.537037222222224,24.444444444444443,11.0,49.083333,58.0,0.0,3.160833,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-11,2,7,3,2000,1,0,77,62,,3.36,260.0,12.1,15,4.483333,9.6,14.0,358.0,3.0,19.39814833333334,25.0,12.0,49.541667,57.0,0.0,2.882083,10.01,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-12,3,7,3,2000,1,0,77,61,,3.36,250.0,12.1,16,4.2625,9.6,15.0,335.0,8.0,19.305555555555557,25.0,13.0,50.416667,58.0,2.0,2.867083,10.02,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-13,4,7,3,2000,1,0,80,61,0.0,2.91,210.0,12.1,19,4.270833,9.6,14.0,243.0,15.0,20.74074055555555,26.666666666666668,11.0,46.25,57.0,3.0,3.450417,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-14,5,7,3,2000,1,0,82,61,0.0,3.36,270.0,10.1,21,4.125,9.6,15.0,357.0,4.0,21.62037055555556,28.88888888888889,11.0,44.625,56.0,4.0,3.313333,9.94,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-15,6,7,3,2000,0,0,79,61,0.0,3.8,260.0,10.1,18,4.125,8.7,13.0,350.0,6.0,20.37037055555556,27.22222222222222,12.0,49.916667,59.0,5.0,3.241667,10.01,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-16,7,7,3,2000,0,0,78,61,,2.91,260.0,10.1,17,3.320833,7.8,14.0,323.0,0.0,20.162037222222224,25.555555555555557,11.0,49.5,58.0,3.0,3.110833,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-17,1,7,3,2000,1,0,81,60,,2.91,260.0,10.1,21,3.291667,8.7,13.0,359.0,3.0,21.85185166666666,27.77777777777778,11.0,43.75,57.0,3.0,3.34625,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-18,2,7,3,2000,1,0,87,62,,2.68,210.0,10.1,25,3.395833,7.8,12.0,327.0,0.0,24.375,31.11111111111111,11.0,40.0,50.0,3.0,3.379583,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-19,3,7,3,2000,1,0,89,64,,3.36,260.0,10.1,25,3.5875,9.6,12.0,359.0,1.0,25.53240722222222,33.333333333333336,11.0,38.041667,52.0,4.0,3.406667,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-20,4,7,3,2000,1,0,88,64,,2.91,210.0,8.9,24,3.5375,8.7,15.0,337.0,4.0,24.050926111111114,31.666666666666668,13.0,40.958333,52.0,3.0,3.40375,10.02,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-21,5,7,3,2000,1,0,84,63,,2.91,220.0,10.1,21,3.320833,7.8,14.0,262.0,21.0,22.15277777777778,29.444444444444443,13.0,49.125,59.0,2.0,3.166667,9.92,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-22,6,7,3,2000,0,0,84,63,,2.68,200.0,8.9,21,3.004167,6.9,15.0,327.0,5.0,23.86574055555555,30.555555555555557,12.0,46.416667,59.0,3.0,2.971667,9.66,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-23,7,7,3,2000,0,0,90,66,,2.91,200.0,10.1,24,3.066667,6.9,14.0,339.0,5.0,24.675926111111114,32.77777777777778,13.0,44.708333,56.0,4.0,2.81375,9.86,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-24,1,7,3,2000,1,0,84,65,,3.13,250.0,8.9,19,3.683333,8.7,16.0,307.0,2.0,23.75,30.555555555555557,13.0,46.75,58.0,5.0,3.089583,9.81,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-25,2,7,3,2000,1,0,82,64,,3.13,270.0,8.9,18,3.391667,7.8,16.0,304.0,4.0,23.40277777777778,29.444444444444443,12.0,46.541667,57.0,4.0,2.9375,9.45,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-26,3,7,3,2000,1,0,84,64,,2.68,250.0,10.1,20,3.466667,7.8,13.0,256.0,20.0,23.449073888888886,29.444444444444443,11.0,47.666667,59.0,4.0,2.982917,9.57,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-07-27,4,7,3,2000,1,0,82,66,,2.91,190.0,8.9,16,3.641667,8.7,15.0,298.0,3.0,23.51851833333333,29.444444444444443,14.0,48.166667,60.0,0.0,3.08,9.8,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-28,5,7,3,2000,1,0,84,64,,2.91,260.0,10.1,20,3.616667,8.7,14.0,352.0,4.0,23.310184999999997,30.555555555555557,13.0,45.208333,55.0,6.0,3.132917,9.83,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-29,6,7,3,2000,0,0,81,64,,2.46,250.0,10.1,17,3.4625,8.7,13.0,306.0,0.0,22.36111111111111,28.88888888888889,11.0,48.375,58.0,6.0,2.73625,9.35,11.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-30,7,7,3,2000,0,0,86,64,0.0,2.46,260.0,10.1,22,3.258333,9.6,14.0,342.0,2.0,22.662037222222224,31.11111111111111,12.0,49.625,58.0,22.0,2.705833,9.28,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-07-31,1,7,3,2000,1,0,95,67,,2.46,210.0,8.9,28,2.954167,9.6,15.0,300.0,23.0,24.23611111111111,35.0,13.0,47.625,58.0,0.0,2.460833,9.32,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-08-01,2,8,3,2000,1,0,92,68,,3.36,280.0,10.1,24,3.725,9.6,14.0,341.0,4.0,26.550926111111114,33.333333333333336,11.0,40.875,55.0,23.0,2.822083,9.74,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-08-02,3,8,3,2000,1,0,87,66,,3.58,270.0,10.1,21,3.945833,9.6,12.0,280.0,2.0,23.935184999999997,32.22222222222222,11.0,47.875,58.0,0.0,2.849167,9.65,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-08-03,4,8,3,2000,1,0,84,65,,3.36,260.0,10.1,19,3.9875,8.7,13.0,319.0,5.0,23.541666666666668,30.0,10.0,47.916667,59.0,1.0,2.964583,9.31,12.0,,,,,,,0.0,0.0,1.0,0.0
